,back2mid_deg,earL2earR_deg
0,92.33580021692977,13.7424435897946
1,92.06787855384485,12.528090281021866
2,92.07932462230664,10.661748703506051
3,92.13205636077832,8.564895439306293
4,92.19074442018365,6.467998234194604
5,92.59262755830795,4.761543874088866
6,93.76790158360727,3.9620842101844103
7,95.55004264696254,3.9161652108421414
8,97.8417549652667,4.588448557072307
9,99.83662026451911,5.265303136380167
10,101.5549773413059,5.947538188821113
11,103.17897928852648,6.634094792752668
12,104.87881594879987,7.325713736020445
13,106.84323954545005,8.021377501754966
14,109.00257024465502,8.721753111395692
15,111.33986718235201,9.425870401509515
16,113.91305258823705,10.134317673986136
17,116.69908368474496,10.846178089894071
18,119.76244300992344,11.561956726450205
19,123.07018141969719,12.280795985101145
20,126.68615302584746,13.003113744334758
21,130.56206982912724,13.728117422941136
22,134.7470337236835,14.456134334108535
23,139.17243416779218,15.186442463969383
24,143.85357901195403,15.919275868486338
25,148.70332045161715,16.653988333937992
26,153.68967261666617,17.390718697229406
27,158.7232128093415,18.83676087267423
28,162.92836750845075,21.052500628645966
29,164.04067607165013,23.56881121687257
30,161.69553906138628,26.26498009939836
31,157.05089201122075,28.65870554422944
32,152.55438042865296,31.18768905171056
33,148.68962020960834,33.83519934651213
34,145.47376252248776,36.21097473368782
35,142.64953635636058,37.87606351935519
36,140.166555855001,38.745212031129
37,137.87923052184587,38.99330398219696
38,135.80609372994812,39.0997490496366
39,133.89247396053955,39.207453158316206
40,132.23586099913507,39.316707867798776
41,130.90250010771788,39.61212497539217
42,130.45689176270338,40.3353613983968
43,130.82358484796345,41.41315309181168
44,131.97316761738531,42.8228005114385
45,133.5378586284666,44.23112363963709
46,135.20951683890178,45.63601168584188
47,136.95749254154114,47.02215643564554
48,137.9593676903221,47.63713744146136
49,138.93920706918777,47.98449970392817
50,139.71228641397872,48.34139282037828
51,140.71049672241938,49.09261037233724
52,141.86626780808675,50.54845603344157
53,142.6489744554386,51.94712768008109
54,143.45568005044532,53.41587383823665
55,144.28279412961834,54.944836815334206
56,145.1352192080227,56.549038519237314
57,146.0091291552576,58.2173905858337
58,146.90963091768398,59.965169763783436
59,147.83265389963304,61.77994934168204
60,148.78348211436978,63.67666441718282
61,149.75779438471076,65.64149715307485
62,150.76101303903198,67.68824385525559
63,151.78856409721016,69.80175115392214
64,152.9285948302415,71.99371253964308
65,154.4034859646467,74.24787424687801
66,156.26432856091392,76.5727929836257
67,158.4110836264945,78.95160497794257
68,160.59340958452503,81.38879116055347
69,162.74284054876162,83.8676733575651
70,164.847153559651,86.38801874571524
71,166.91014255082203,88.93441650088023
72,168.91922554055972,91.5017662941489
73,170.88091322004738,94.07716907871526
74,172.78276724881653,96.65106796800706
75,174.63347062329166,99.21425976712683
76,176.4210846152546,101.75363447519389
77,178.1588282303547,104.25623364071572
78,179.99971004640207,106.26755586400662
79,182.0071364972223,107.75791726620457
80,184.29678678966704,108.89129513311795
81,186.7687430358369,110.7427979830484
82,189.3487209011467,113.60833467389956
83,191.64092343376257,116.50213106244898
84,193.08492586240484,117.87000583985574
85,193.77382044483136,117.90918422452886
86,193.90624671485182,116.76932569681657
87,194.5704757283763,115.97700926547742
88,195.6756718872417,115.5678137846706
89,196.9867664423206,115.45134456513486
90,198.18317428268884,115.50758068791788
91,199.29095716861096,115.63293173127315
92,200.41917415926088,115.99603809018157
93,201.58325632489647,116.3408845265723
94,202.7918682402837,116.66540550356535
95,203.9026822241336,116.96004303042031
96,203.9011285001735,117.58690067511615
97,202.73560405042866,118.54572321360749
98,200.09149577675825,119.76397636659611
99,196.83348781311622,120.67999160409732
100,194.20256881733468,121.12836148660404
101,192.4893254119183,121.22791777837837
102,192.10821648843032,121.32253548630226
103,192.40367170202774,121.44128955981823
104,192.9796169533309,121.56179951959342
105,193.54908406177896,121.68379180631118
106,194.11074882078807,121.8076100956612
107,194.66597996018777,121.93297026544558
108,195.2134730017157,122.06023019152211
109,195.75459379580235,122.18909465735625
110,196.28805987970986,122.31993649830657
111,196.81522992193965,122.45244883960228
112,197.33484539828078,122.58702028419232
113,197.84825395426606,122.72333170044728
114,198.36633668292413,122.86365797932599
115,198.92410554098907,123.01296526517099
116,199.5295970494535,123.17345792659955
117,200.17360232471407,123.34337414067726
118,200.82012330527667,123.51794320034236
119,201.46008840138398,123.69507295621396
120,202.0920951430321,123.87536738365259
121,202.7174880582287,124.05834348497787
122,203.33486948082847,124.24463462821255
123,203.94560663922354,124.43373568227507
124,204.54831105079867,124.62631121191022
125,205.14436600573225,124.82183265594539
126,205.73239608793594,125.02099770732038
127,206.31379447537702,125.22325298847656
128,206.8872022245209,125.42933138877541
129,207.45401671428547,125.63865323157167
130,207.88198266180098,125.85198881752788
131,207.81353585975702,126.06873058449975
132,207.1868867921103,126.28968861642534
133,206.17343024639132,126.5136851794071
134,205.2731333587925,126.7066014294926
135,204.18812172324826,126.84715655869428
136,202.87997800193364,126.9156420478966
137,201.2280081899884,126.82594682825464
138,199.4752537641512,126.61159766656407
139,198.31635668249476,125.84858606933432
140,198.46398978167588,124.0755589174845
141,199.485683656144,121.55779437757298
142,201.04369859335148,119.14724680990523
143,202.25463597355267,117.73759174320321
144,202.1742890877863,118.34103526460748
145,201.12088251732436,120.27297768476654
146,199.15495519516486,122.78110507359327
147,197.45743015007045,124.7056676798323
148,196.54753199351308,124.59946050847739
149,196.27393363080347,123.24986683207315
150,196.21597516195587,121.7936602227611
151,196.23126035706443,120.89683923622081
152,196.30366027484175,120.88739548816636
153,196.37818976589026,120.90503815175705
154,196.44204015303282,120.93384497171452
155,196.49437352042185,120.96769960578919
156,196.53275216020455,121.00769361866888
157,196.56070322517687,121.05014216581685
