,back2mid_deg,earL2earR_deg
0,218.40168679719136,134.98560872254228
1,214.104549904789,131.58641922553673
2,211.95087191785402,129.6756226976849
3,212.00390611005446,127.90359197895452
4,213.23965100056165,127.24177910649381
5,216.44556350681174,125.58530691769425
6,215.9146429309666,123.91634135290967
7,213.84973766603449,122.18817015483121
8,210.6239487004649,121.28150602075037
9,209.80510901798223,119.5561710073825
10,209.68277025968362,118.27846421257937
11,210.731464373857,116.96114962994055
12,208.12408733998697,115.65337684082957
13,204.4019590026082,115.29262642506775
14,201.795675900368,114.73208709624389
15,203.00966389478828,116.35195573014411
16,204.46890710277773,118.01162303992812
17,205.01512928505147,118.59371962094318
18,204.97908216931384,117.70899153459375
19,206.17538318233636,117.7921233710848
20,207.28683081232953,118.20240925990086
21,208.4057474064389,118.65831210510844
22,206.58557306704205,119.25626619194
23,206.02575861604674,118.23885119272757
24,203.90774361824566,117.1553120532653
25,202.79921801940853,115.11814319897552
26,202.36312444000558,112.62554469381038
27,200.63978264064718,111.13469192485674
28,198.27490213726364,110.19709748160604
29,195.9088215555977,110.38247372272971
30,194.0540213438487,109.69904037645782
31,193.93802024567313,108.15501207680957
32,195.55165055039774,107.55222588526759
33,195.58273004324545,106.96227431937504
34,195.67525063375504,108.05642726590528
35,194.03313191534673,108.40959097272128
36,193.91079172012982,108.38605285267587
37,193.86272381954436,108.42185542094583
38,196.203147104688,110.2251210770838
39,198.77813681778423,111.93353054547882
40,200.31508765032072,113.41265150002307
41,203.4254335122427,113.90879341005277
42,200.03787866344203,113.13911956515793
43,200.5182036565287,113.22446031086942
44,196.1251142301276,112.08802600741986
45,194.48789544064795,111.70820845037292
46,193.7248473714733,110.43132570084222
47,193.14536734223995,110.1610837652466
48,193.1184218792243,110.2202818564559
49,194.21008005215535,111.31770773272505
50,196.03783344551982,112.56896964351286
51,198.70915497566128,113.84982051886644
52,202.70853024112364,114.8074400794074
53,204.09165333408563,114.90574632904041
54,205.19863127677237,115.41879031955796
55,204.81878514497294,116.8919308091942
56,203.8473608527826,118.31660347256691
57,205.00703090017169,119.68559933099239
58,205.62645750659632,118.48641076526383
59,207.401566407078,118.07701661312127
60,208.63589155154577,116.71765074549717
61,208.5837219683495,116.20929504815176
62,208.5057502684366,115.6930350944528
63,208.4192875984221,115.1590011701416
64,207.53036647770347,115.1429662317114
65,205.0953580385038,115.12862031607912
66,202.4213332917567,115.08111047460456
67,199.5814423246972,115.10175512452038
68,199.3555101370327,115.06358789739386
69,199.16093552961382,115.02286798040947
70,199.13000534046876,115.059128190487
71,199.14215961580064,115.04068582133097
72,197.44957318012518,115.09443546883692
73,197.5969642430688,115.08343474919646
74,198.57776081841908,116.43308937080356
75,200.44780340883653,117.75593319427527
76,201.92494255312116,118.56638016446439
77,201.94394288542944,117.60233278591289
78,201.9272319960778,116.09812145057246
79,201.98334332617105,114.48151228744004
80,202.06902802415468,114.01716844703873
81,202.09669161745177,114.64882523890378
82,201.80806297121325,114.86881087012418
83,201.03707560331594,115.09731070483787
84,200.1008884901791,115.52956628433442
85,197.93907407181698,114.91073801270483
86,196.23866907693778,114.54129181530335
87,194.71333295031198,114.1490864100044
88,194.68145577774325,113.36801630357712
89,195.62618652290132,113.2568499388916
90,197.23826538515618,113.7067663390174
91,196.60967488181703,113.85906556218359
92,195.99269265130886,114.5225310698054
93,194.22993522401143,114.02547116336255
94,192.95981606047025,113.11550278352023
95,192.5669660620037,111.64714138133056
96,192.21189400441293,110.31152810315582
97,192.05098901982257,110.27461237788388
98,192.01998862701586,110.60716613551854
99,192.04674130576703,110.89228355571734
100,192.11960762835773,110.78736784981257
101,192.14420879325388,110.3699506519656
102,192.2854709278049,110.61353030007713
103,192.3614938985344,110.58192752099322
104,192.39591777805774,110.51160863495612
105,192.3857114060593,110.42729547990676
106,192.28335081993845,110.33648948143427
107,192.20428981534684,110.26759408209588
108,192.11237485396322,108.8084530693425
109,192.01590955578914,107.31259599081346
110,191.93095894075034,105.7925514038008
111,191.74214899261017,105.26425839743897
112,191.5437570819059,106.80594110903142
113,191.3959606234548,108.28474429499042
114,191.40752952084884,108.72653280827863
115,191.61347663998077,109.18273831577191
116,191.8796906814443,109.2401850101189
117,192.08483628978794,110.24217140705748
118,192.2634896212811,110.62476012838273
119,192.47819433880653,111.64530592609081
120,195.14674611819962,112.66997948755468
121,197.6516673718376,113.73104484078297
122,198.43891727626132,112.95103264994273
123,197.6946851892758,112.96581491495066
124,195.357721249377,112.57438089553136
125,194.5665310950555,113.01636391321424
126,192.94235056947417,113.21746367015108
127,192.85060681361182,112.36348242219923
128,192.74253793292726,112.42220782184687
129,192.58661141373105,112.45027021269642
130,192.5215606657647,112.96119955830687
131,192.5892855175285,114.47247529398342
132,192.74900918864213,114.55477717495285
133,193.90028452315477,114.66728823433016
134,195.58417284509244,114.78605590757617
135,197.3246437694935,114.81368485585341
136,198.54240643937578,114.86673483554385
137,198.54820467469855,114.91792724692027
138,198.5357245144026,115.44025602249853
139,198.51781548727175,115.96153207104075
140,198.4806667894424,114.48365997061804
141,198.5016941918929,113.95225070270533
142,198.56656294339675,112.99108834147653
143,198.4912728790621,112.91563737192878
144,197.25120476156656,112.26292617749678
145,192.56901526951066,110.34609189738642
146,187.56833436237622,108.46060020900133
147,182.94376192189696,107.0290101748183
148,182.0714237983341,106.0646389735355
149,181.91026956363757,105.89887706645608
150,184.7604250703672,107.48863154530969
151,187.62965807300395,109.1671759315102
152,190.45007084548553,109.86588005303499
153,191.41711723882204,110.21295978774066
154,189.50884833218657,109.94777821107655
