,back2mid_deg,earL2earR_deg
0,270.330822804782,184.03085076383059
1,270.06852371959,181.14502514829354
2,266.53230792791027,180.94426229590576
3,264.3771779434023,181.26658236319616
4,264.92926685999777,181.90368896369216
5,268.5986442453022,185.57978568584087
6,270.7484605031273,187.13348084624283
7,272.6556721645577,189.03255411391464
8,270.6319559259825,189.11739448878762
9,268.2542923654791,189.16019265381235
10,266.79890008001684,187.8669855063134
11,267.5004470127356,186.5658517558421
12,269.37038136568856,184.9203344850971
13,271.3897860123748,183.96183458994062
14,272.00577151342924,183.77050814819285
15,272.78912255114534,183.2336246344605
16,274.63114893369567,182.31622293070942
17,276.8784612286597,181.7078372374008
18,278.61779766702483,181.3200418981519
19,279.80054255293027,181.49427106862092
20,280.3430937611119,181.7556994485838
21,279.159633812873,182.11322928029563
22,277.71695073020675,179.81804034426057
23,275.66935293497284,178.88326655744132
24,274.39913949059036,177.44454343474007
25,275.734781631329,177.9200191702044
26,273.9111047846634,179.23606885012023
27,273.2379068153332,179.98953891189473
28,271.6405393010421,183.95406174897533
29,270.31084964684055,186.6529589411675
30,271.6135872906618,188.57578863097623
31,271.9830963679153,188.1652508195214
32,273.8883463837208,187.7844715426769
33,274.77172659304995,187.4953700824738
34,275.81889102665156,185.49391641552447
35,276.40453395879877,186.05742314762412
36,277.34017222207916,184.90934085039777
37,276.5839188391283,185.28475672466266
38,274.3571502529718,185.278778025139
39,272.0895205263328,183.9659487004985
40,270.2945170715823,182.15837939268428
41,270.1653216527567,180.437362202046
42,270.62090920803604,180.08154827447433
43,270.6759185202651,179.85546327786258
44,270.88916978291564,179.80880043572577
45,270.6776230600102,180.13802698178836
46,270.71365238312524,181.11738698943486
47,270.9838900228201,182.42126122237042
48,271.5138417777815,184.3542827754062
49,272.1378724867332,186.73271226646537
50,272.5003603770298,190.9253384269747
51,273.11105524834386,196.18044939114608
52,274.5914787415985,201.64697084886907
53,278.15156606333704,204.50192283868253
54,281.567334668241,204.17001192321987
55,284.78679136792675,204.41263165509247
56,284.76136755491854,205.12248626774385
57,283.38550236126116,207.44437176141054
58,280.56209388775784,205.75380289630715
59,279.33072514045733,204.77695177179854
60,278.0571716804538,201.74293429594704
