,back2mid_deg,earL2earR_deg
0,271.2995379947755,184.00648094268237
1,271.89459075035967,184.24232526556494
2,272.5035068231728,184.4679921851252
3,272.6010198319803,184.58344862411474
4,272.6109388503502,184.6427686950682
5,272.57567705104657,184.61916816564596
6,272.5208626704895,183.22257161713176
7,272.84579797788365,182.88089160495971
8,272.97615607404936,182.25042043334025
9,273.22915019565767,183.73506256509734
10,273.1366563297396,184.7419463550181
11,273.124487434611,186.01109732809843
12,273.03076802135956,185.97688122912191
13,272.99363608049185,184.72529573326977
14,273.0885056653094,184.82821797474531
15,273.2392439533513,184.96062704041256
16,273.4480274191753,185.0986783105831
17,273.6132689030179,185.40044327404422
18,273.7805289467704,185.7351873619702
19,273.92488790520036,186.3572871655014
20,274.01818822178524,186.51108492242594
21,274.07765331681867,186.87789509525106
22,274.08604378654377,187.14736333291643
23,274.12381666648554,187.99339321262687
24,274.24840668996575,188.33178161926642
25,274.35365091731734,187.6682990437184
26,274.4418597166681,187.05292872563695
27,275.05560199837197,186.4606494467905
28,276.7670523214183,186.3362925539624
29,278.4133241864272,187.0070384654498
30,280.20747277021474,189.01295379143815
31,281.74707552746486,191.7430411055894
32,287.17488502272295,195.75648098887459
33,295.1518272009724,199.2605185705758
34,303.7525086363895,202.92050635925727
35,309.1734248505885,205.54426007107995
36,312.47384269746834,209.08010131947432
37,314.68791135761165,210.1046539203819
38,317.1296971191649,212.8200058397803
39,319.60855014927273,214.0453916433388
40,320.1126955876315,216.07941292162937
41,319.6845769791023,216.85841218678684
42,317.934243026287,215.59854678883462
43,316.9277159743915,213.86578673918808
44,315.90015671162695,212.24053464434542
45,316.42011453024134,210.63147614528722
46,317.7668808478731,209.223119537307
47,319.7231684000509,209.25427777297978
48,321.4598205774028,209.3654305541126
49,321.4603631046081,210.24118263484308
50,321.2038561765519,209.20001595272757
51,319.9609064627969,207.63394764476513
52,319.9536482940467,207.21598035160991
53,319.75159708614507,208.9074414730346
54,318.8082966980309,210.40696387089938
55,318.8987949612829,210.43619608558714
56,319.01282760790934,209.4648951308452
57,319.62738621748474,209.34351175703083
58,318.8329095596244,209.30592116172122
59,318.179530589255,208.2149313435844
60,317.6928695348328,208.0518771807172
61,315.6779365733636,206.87022560640543
62,313.3092064889126,206.71304930865327
63,308.8155333664628,205.9686771142884
64,306.03175888350586,205.18847548072188
65,304.74307548709385,205.3289329458109
66,303.4850037286031,205.48819085849755
67,303.73129138694424,204.0365863926057
68,303.62361225500837,202.8754440277839
69,301.80254975493943,200.76379664424874
70,298.3082146295344,199.18747057090306
71,294.0381601595985,197.1325246453178
72,287.52612133017027,194.68371048934384
73,282.2527849651817,192.6051808950401
74,278.61642532075496,190.6428012615751
75,276.18149605771094,190.19504059672826
76,275.77213503711977,188.8247572845127
77,276.39226515551684,190.00035787201568
78,276.6247871957605,190.71717432019025
79,276.7877468263194,191.43949631486757
80,275.75440912087845,191.9246310272818
81,275.23099640667675,190.04957199283476
82,275.349655955328,187.72197610739795
83,275.75759143039534,187.70026804845074
84,275.73511781934263,189.04153241294247
85,276.6483850983261,191.3008758108685
86,277.08405007037146,192.39732338786857
87,278.8439232146493,193.71165054076462
